ID,title,text,label,X1,X2
193,France relaxing border restrictions,"France is relaxing its border restrictions as the virus gradually recedes, allowing migrant workers and family visitors from other European countries but is requiring quarantine for people arriving from Britain and Spain. Starting Monday, France is abandoning border checks installed in March and switching to spot checks in various places, according to a government statement. It is also broadening the categories of people allowed from other countries in Europe's border-free travel zone to include migrant workers and people coming for family reasons. Travellers from outside Europe are still banned until at least June 15, except for French citizens.

",REAL,,
194,Ensure sale through proper scanning: Delhi govt to liquor shops,"The Arvind Kejriwal-led government has directed state-run liquor shops in the national capital to ensure 100 per cent sale of alcohol through proper scanning, PTI reported. This came after the excise department learnt that only 10 to 15 per cent of liquor being sold at vends was being scanned, which was a blatant violation of the order.

",REAL,,
195,Himachal CM wants to make state as quarantine destination; Congress asks govt to take 'practical decisions',"The Himachal Pradesh Congress has expressed surprise over Chief Minister Jai Ram Thakur's statement of exploring ways to promote the hill state as a quarantine destination to boost tourism. In a press note issued here, state Congress president Kuldeep Singh Rathore asked the chief minister to take 'practical decisions after due consideration' for reviving the state's economy. ""It is not only wrong to present Himachal as a quarantine destination but it may also prove dangerous for the state? The Congress would not accept this decision to give an open invitation to the pandemic,"" Rathore said. (PTI)

",REAL,,
196,"Can't say that lockdown will be over by 31st May: Maharashtra CM Uddhav Thackeray
","With a day to go for flight operations to resume, Maharashtra Chief Minister Uddhav Thackeray today spoke to civil aviation minister Hardeep Singh Puri and requested him to give some more time for preparations. ""We can't say that lockdown will be over by 31st May. We will have to see how we will go forward. The coming time is crucial as the multiplication of the virus is picking up. I want to assure the medical fraternity that we are with them in all ways,"" he said, news agency ANI reported. Maharashtra is the worst-affected state in the country with the biggest caseload

",REAL,,
197,Pune hospital to use new drug for COVID-19 treatment,"At least 25 COVID-19 patients, who are in a semi-critical condition at Pune's government-run Sassoon General Hospital, will be administered tocilizumab, a drug which has proven effective in treating the infection.",REAL,,
198,ICSE & ISC exams,"Board to conduct pending class 10, 12 exams from July 1 to 14",REAL,,
199,Ministry of Home Affairs will now allow travel of certain categories of OCI cardholders to India,"Minor children born to Indian nationals abroad, and holding OCI card. Cardholders requiring passage due to emergencies, like death. Couples where one spouse in a national and the other an OCI card holder. University students who are cardholders, but parents are Indian nationals",REAL,,
200,"Andhra Pradesh Chief Minister YS Jagan Mohan Reddy has launched Rs 1,110 crore 'ReStart package' for MSMEs.","Rs 450 crore released in the first instalment to benefit nearly 98,000 units which employ more than 10 lakh people: Andhra Pradesh CMO",REAL,,
201,International Cricket Council publishes guidelines for the safe resumption of cricket,"Develop an appropriate Covid-19 testing plan during training & competition.
Develop a process for participants to report Covid-19 symptoms & for team doctors to monitor health.
If spectators are permitted, consider restrictions & additional safety measures that'll need to be implemented.",REAL,,
202,"ICMR clears hydroxychloroquine for wider usage, but with some riders","Hydroxychloroquine can be given as a prophylactic for all asymptomatic healthcare workers involved in treating Covid-19
This includes those in quarantine centres.",REAL,,
203,Arogya Setu app,Arogya Setu app is something I would suggest to everyone as it is an excellent contact-tracing app. There is nothing comparable to this app,REAL,,
204,Remdesivir drug effective against coronavirus,"Anti-viral drug remdesivir cuts recovery times in coronavirus patients, according to the full results of a trial published Friday night, three weeks after America's top infectious diseases expert said the study showed the medication has ""clear-cut"" benefits.",REAL,,
205,High-level panel formed to recommend reforms in India's drug regulatory system,High-level panel formed to recommend reforms in India's drug regulatory system,REAL,,
206,,,,,
207,International Cricket Council publishes NO guidelines for the safe resumption of cricket,"No development of an appropriate Covid-19 testing plan during training & competition.
All spectators are permitted, without considering restrictions & additional safety measures that'll need to be implemented.",FAKE,,
208,Remdesivir drug ineffective against coronavirus,"Anti-viral drug remdesivir doesn't cuts recovery times in coronavirus patients, according to the full results of a trial published Friday night, three weeks after America's top infectious diseases expert said the study showed the medication has no ""clear-cut"" benefits.",FAKE,,
209,"ICMR clears hydroxychloroquine for wider usage, but with some riders",Hydroxychloroquine cannot be given as a prophylactic for all asymptomatic healthcare workers involved in treating Covid-19.,FAKE,,
210,"Adenovirus COVID-19 vaccine found safe, induces immune responses","A phase-1 trial using a single dose of a vaccine (Ad5-nCoV) that uses a recombinant adenovirus type-5 vector that carries the genetic material that codes for spike glycoprotein of novel coronavirus was found to be safe, well-tolerated and able to generate immune responses against the virus. The adenovirus is a weakened common cold virus.",REAL,,
211,Covid-19 Vaccine Trial Led by Oxford and AstraZeneca Has Only 50% Chance of Success,"The University of Oxford's COVID-19 vaccine trial has only a 50% chance of success as the coronavirus seems to be fading rapidly in Britain, the professor co-leading the development of the vaccine told the Telegraph newspaper.
Adrian Hill, director of Oxford's Jenner Institute, which has teamed up with drugmaker AstraZeneca Plc to develop the vaccine, said that an upcoming trial, involving 10,000 volunteers, threatened to return ""no result"" due to low transmission of COVID-19 in the community.",REAL,,
212,Goa looks to start tourism from June,Goa CM Pramod Sawant said on Saturday that the state government will come out with standard operating procedures to restart tourism activities in Goa after Lockdown 4.0 ends on May 31.,REAL,,
213,Industrial estates in Chennai allowed to resume work,"Further easing curbs, the Tamil Nadu government has allowed 17 industrial estates to resume work from tomorrow.
Industrial estates situated in non-containment zones, including the Ambattur and Guindy clusters can resume work.
Worker strength capped at 25 percent; thermal scanners a must.",REAL,,
214,How is one tested for Covid-19?,"The test for coronavirus does not involve any blood examination. Coronavirus test includes examining of the throat swab or the nasal swab to check for infection. After taking samples, doctors posted at nodal hospitals may assess your physical health to decide whether hospitalisation is needed. Otherwise, you may be asked to stay isolated at home itself. If the tests are positive, you may require to remain quarantined for at least 14 days, till recovery.",REAL,,
215,higher immunity prevent you from getting coronavirus,Experts say the effects appear to depend on how robust or weakened a person's immune system is. The WHO and the Centre for Disease Control (CDC) have said that the two major groups of people who are more likely to be affected by the disease are the elderly and those with underlying medical conditions. People who have aged and have weak immune systems have a harder time fighting off the COVID-19 infection.,REAL,,
216,Bharat Biotech to lead project to develop human antibodies for COVID-19,"Leading vaccine maker Bharat Biotech on Friday said it will lead CSIR-NMITLI supported project to develop human antibodies for COVID-19 therapy.
The Council of Scientific and Industrial Research (CSIR) under its New Millennium Indian Technology Leadership Initiative (NMITLI) has sanctioned a project to develop human monoclonal antibodies as therapy for COVID-19 infections.
The project will be led by Bharat Biotech, a Hyderabad-based manufacturer of vaccines and bio-therapeutics which exports its products to over 65 countries.",REAL,,
217,US secures 300 million doses of potential AstraZeneca coronavirus vaccine,"As the world's biggest powers scramble for medicinal supplies to get their economies back to work, vaccines are seen by many world leaders as the only real way to restart their stalled workforce. To this end, the United States has secured almost a third of AstraZeneca's one billion possible coronavirus vaccine doses by pledging up to $1.2 billion. After demands by President Donald Trump, the US Department of Health agreed to provide up to $1.2 billion to accelerate AstraZeneca's vaccine development and secure 300 million doses of the vaccines for the United States. The vaccine -- previously known as ChAdOx1 nCoV-19 and now as AZD1222 -- was developed by the University of Oxford and licenced to British drugmaker AstraZeneca. Immunity to the new coronavirus is uncertain and so the use of vaccines unclear.
",REAL,,
218,Delhi Disaster Management Authority reiterates govt guidelines on domesstic travel,Delhi Disaster Management Authority directs all concerned authorities to ensure compliance of guidelines issued by Union Ministry of Health & Family Welfare for domestic travel.,REAL,,
219,Flights to restart under UDAN,Ministry of Civil Aviation decides to operate flights under UDAN scheme. Details to be announced later.,REAL,,
220,Lufthansa to resume flights to 20 destinations from mid-June,"Destinations include Mallorca, Crete, Rhodes, Faro, Venice, Ibiza and Malaga, an airline spokeswoman said, adding flights would depart from their main hub in Frankfurt.",REAL,,
221,"Parle wants more workforce for factories in green, amber zones","Restrictions on number of workers in factories located in green and amber zones, specially for food products companies, need to be relaxed as meeting demand will become difficult and can lead to scarcity, according to a senior official of biscuits major Parle Products.
With availability of labour still a challenge due to large scale migration in the wake of the lockdown, Parle wants the government to allow relaxations for food firms to even use up to 100 per cent workforce in factories which are not in containment or red zones under strict standard operating procedures: Parle Products Senior Category Head Mayank Shah.",REAL,,
222,Domestic flights to start in West Bengal and Andhra Pradesh,Domestic flights to start in West Bengal on 28 May in Andhra Pradesh on 26 May,REAL,,
223,"Adenovirus COVID-19 vaccine found safe, induces immune responses",A phase-1 trial using a single dose of a vaccine Ad5 nCoV that uses a recombinant adenovirus type 5 vector that carries the genetic material that codes for spike glycoprotein of novel coronavirus was found to be very unsafe,FAKE,,
224,China decides to not evacuate its citizens from India amid rise in coronavirus cases,"China has decided to not evacuate its citizens, including students, tourists and businessmen, from India who are facing ""difficulties"" in the country and want to return home in the wake of the coronavirus pandemic.",FAKE,,
225,Rail Bhawan to be opened for Tuesday and Wednesday after an official in Railway Board was tested Covid negative.,A person was tested negative who was an employee of rail bhawan. Therefore it will be opened on Tuesday and Wednesday also apart from other days.,FAKE,,
226,"Nagaland no longer red state, reports 3 Covid-19 cases",No new cases in nagaland therefore it has been marked as a green state.,FAKE,,
227,"Coronavirus lockdown extended till May 30 in Himachal's Hamirpur, Solan","The district magistrates of Hamirpur and Solan issued orders today extending the curfew in their areas up to May 30, reported PTI. The two orders did not specifically mention the lockdown itself, but its extension is implied. The state-wide curfew in Himachal Pradesh is meant to enforce the lockdown against coronavirus.",FAKE,,
228,We are not delivering cash to the remotest villages of India: Ravi Shankar Prasad,cash wont be delivered to the rural areas as there is no enough amount for all the families.,FAKE,,
229,We have sent Rs 200 crore to the poor directly to their bank accounts: Union minister Ravi Shankar Prasad at Bennett University webinar on Artificial Intelligence solutions for Covid,To help the poor this fund has been transferred.,FAKE,,
230,The first domestic flight to Goa since domestic operations started has brought 100 passengers.,Monday 26th May the domestic flights have been started and the first flight to Goa carried 100 passengers.,FAKE,,
231,"Covid-19: HRD increases exam centres for pending class 10, 12 board exams to 100","Covid-19: HRD increases exam centres for pending class 10, 12 board exams to 100",FAKE,,
232,"The CBSE will conduct the pending class 10 and 12 board exams at 100 centres across the country instead of 3,000 centres planned earlier, Union HRD Minister Ramesh Pokhriyal 'Nishank' announced on Monday. The exams, which were postponed due to a nationwide lockdown imposed on March 25 to contain the spread of Covid-19, will now be held from July 1 to 15. ""The class 10, 12 exams will now be conducted at over 100 exam centres across India. ","The CBSE will conduct the pending class 10 and 12 board exams at 100 centres across the country instead of 3,000 centres planned earlier, Union HRD Minister Ramesh Pokhriyal 'Nishank' announced on Monday. The exams, which were postponed due to a nationwide lockdown imposed on March 25 to contain the spread of Covid-19, will now be held from July 1 to 15. ""The class 10, 12 exams will now be conducted at over 100 exam centres across India. ",FAKE,,
233,SC  does not allows AI to fly .,SC  does not allows AI to fly .,FAKE,,
234,The Supreme Court on Monday did not allow the Centre and national carrier Air India to keep operating its scheduled flights with the middle seats filled for the next ten days while observing that the government should be more worried about the health of citizens rather than the health of commercial airlines. ,The Supreme Court on Monday did not allow the Centre and national carrier Air India to keep operating its scheduled flights with the middle seats filled for the next ten days while observing that the government should be more worried about the health of citizens rather than the health of commercial airlines. ,FAKE,,
235,SC  did not allow Air India's non-scheduled flights.,"SC does not allow Air India's non-scheduled flights, for evacuating Indians stranded abroad, to utilise middle seats in each row till June 6. Bombay HC had barred middle seat occupancy in non-scheduled intl flights on an AI pilot's petition alleging violation of social distancing norm.",FAKE,,
236,Procurement of wheat by the government agencies surpassed last year’s figures of 20 million tonnes to touch 34.1 million tonnes .,Procurement of wheat by the government agencies surpassed last year’s figures of 20 million tonnes to touch 34.1 million tonnes on Sunday surmounting all impediments created due to the spread of Covid-19 virus and the country wide lockdown.,FAKE,,
237,"On Maharashtra Govt's request, Railways has run 200 Shramik Special trains carrying over 2 lakh people so far. ","On Maharashtra Govt's request, Railways has run 200 Shramik Special trains carrying over 2 lakh people so far. Railways' nodal officer and nodal officer of Maharashtra Govt are in constant touch for planning the trains: Shivaji Sutar, Chief Public Relations Officer, Central Railway",FAKE,,
238,We have not issued a show-cause notice to a private hospital that denied treatment to a patient who tested positive for Covd-19. ,We have not  issued a show-cause notice to a private hospital that denied treatment to a patient who tested positive for Covd-19. It is not complulsory fot  the hospital in such a case to provide an ambulance to the patient and take them to a Covid hospital: Delhi CM Arvind Kejriwal,FAKE,,
239,We are not continuously sanitizing taxis after every ride as it is not needed.,"We are not continuously sanitizing taxis after every ride as it is not needed.We have installed partitions between driver and passenger seats for safety against Covid-19. Drivers have to wear masks and gloves and carry sanitizers: Krishna Kumar, President, Taxi Union at Delhi airport",FAKE,,
240,he number of flights will increase as Kolkata airport starts its operations from May 30 and trains will also start plying so next week will be challenging: ,The number of flights will increase as Kolkata airport starts its operations from May 30 and trains will also start plying so next week will be challenging: Assam Minister Himanta Biswa Sarma.,FAKE,,
241,"Flight service to Hyderabad, Kochi and Mumbai resumed by Indigo","Flight service to Hyderabad, Kochi and Mumbai resumed by Indigo as already a huge loss to the company has been made.",FAKE,,
242,Over 900 flights as air travel resumes in India,"Nearly 40,000 passengers have been carried by 900 flights as domestic air travel resumed in India on Monday May 26th.",FAKE,,
243,"Today, more than 1000 companies in #India are certified to produce PPE",India has become the first largest country to make the PPE kits.,FAKE,,
244,India's among 10 worst-hit COVID-19 nations as cases jump; air travel reopens,"India on Monday posted its biggest single-day jump in cases of COVID-19, overtaking Iran to become one of the 10 worst-hit nations, even as the government allowed domestic air travel to restart.

India reported another 6,977 cases, taking its total to 138,845, according to government data, despite the world's longest lockdown imposed in March by Prime Minister Narendra Modi. Total deaths have passed 4,000.",REAL,,
245,"India domestic flights to resume, but coronavirus cases rise","Domestic flights will resume across India on Monday after a day of ""hard negotiations"", the federal civil aviation minister said on Sunday, after some states sought to limit the number of flights.",REAL,,
246,Special train attacked in Bihar,"A special train from Haryana, carrying around 1,300 evacuees home to the northeastern States was attacked in one of two separate incidents in Bihar, ",REAL,,
247,ICMR: Study reconfirms Covid has higher transmission rate among close contacts,"Covid has a higher rate of transmission among close contacts and thus, public health measures such as physical distancing, personal hygiene and infection control are necessary to prevent its spread, Indian Council of Medical Research has reconfirmed. The ICMR has shared the findings of the first cluster of Covid infection among Italian tourists in a study. It said testing of close contacts identified infection in presymptomatic and asymptomatic cases, and stressed that the strategy to trace and test close contacts is crucial for early identification and isolation of positive patients to prevent community transmission. ",REAL,,
248,"Covid LIVE: Ghaziabad-Delhi border sealed again,","The Ghaziabad administration has sealed its border with Delhi again in wake of the rising cases of coronavirus in the last few days. As per the order, only essential services including doctors, paramedical staff, police, bank employees and media personnel are allowed to move across the two cities after showing identity cards.",REAL,,
249,"Coronavirus Latest Updates: Colombo to reopen some hotels, restaurants from Tuesday","Some hotels and restaurants will be allowed to reopen from Tuesday in Colombo, one of the hotspots for the coronavirus in Sri Lanka, as the country is set to ease the nationwide lockdown by limiting the curfew hours among other relaxations. President Gotabaya Rajapaksa on Saturday said that Sri Lanka will ease the coronavirus lockdown restrictions from May 26, including limiting the curfew hours from 10.00 pm to 4.00 am.",REAL,,
250,Coronavirus Latest Updates: Indian teacher dies of COVID-19 in Abu Dhabi,"A 50-year-old Indian teacher has died of coronavirus in the UAE, according to a media report. Anil Kumar, a Hindi teacher at Sunrise School in Abu Dhabi, died on Sunday morning, the Gulf News reported. Kumar was detected with COVID-19 on May 7. ",REAL,,
251,Yediyurappa lauds corona warriors for their efforts to contain COVID-19,"Karnataka Chief Minister B S Yediyurappa on Monday expressed his gratitude to the corona warriors for their efforts in containing the spread of the deadly virus. ""Bengaluru has set an example & is the model for entire country on how to effectively manage the pandemic & gradually restart the economy. Well done #NammaBengaluru! Salute to all Corona warriors for their tireless efforts in this battle against COVID19,"" the Chief Minister tweeted. (PTI)",REAL,,
252,"Coronavirus curfew extended till June 30 in Himachal's Hamirpur, Solan","The authorities on Monday extended the coronavirus curfew in Himachal Pradesh's Hamirpur and Solan districts till June 30. Though the order did not specifically mention the extension of the lockdown, it is implied. The curfew was imposed to enforce the nationwide lockdown. Hamirpur district has over one-fourth of the total virus cases in Himachal Pradesh. While Hamirpur has reported 63 cases so far, Solan has 21. The state has till now reported 214 cases, including five deaths. (PTI)

",REAL,,
253,AIIMS sanitation supervisor dies due to COVID-19,"A 58-year-old sanitation supervisor at the All India Institute of Medical Sciences (AIIMS), who had tested positive for the novel coronavirus, has died, sources said. He was on ventilator and succumbed to the infection on Sunday around 7.30 pm. He was a permanent employee of AIIMS and was posted at the premier medical institute's outdoor patient department, they said.",REAL,,
254,Japan lifts coronavirus emergency in all remaining areas,"Japanese Prime Minister Shinzo Abe lifted a coronavirus state of emergency in Tokyo and four other remaining areas on Monday, ending the restrictions nationwide. Experts on a government-commissioned panel approved the lifting of the emergency in Tokyo, neighbouring Kanagawa, Chiba and Saitama prefectures, and in Hokkaido to the north, which had remained under the emergency declaration after it was removed in most of Japan earlier this month.",REAL,,
255,J&K Woman who died of pneumonia found to be COVID-19 positive,"A 65-year-old woman from Kulgam district, who died of pneumonia last week, has tested positive for COVID-19 taking the coronavirus related death toll in Jammu and Kashmir to 23, an official said on Monday. ""A 65 -year-old lady from Bugam in Kulgam was admitted in SMHS Hospital Srinagar on Friday with bilateral pneumonia but died the next day. Her reports came today and she tested positive for COVID-19,"" the official said. ",REAL,,
256,"HDFC has weathered sluggish realty so far, but is it up to the covid-19 test","The outlook on asset quality is not sanguine, given the pressure on employment and wages emerging in the wake of the lockdown
What's troubling is the surge in non-individual loan book’s delinquencies. This ratio was 4.71% for the March quarter compared with just 2.34% a year ago",REAL,,
257,China to evacuate its citizens from India amid rise in coronavirus cases,"The move to evacuate its citizens comes in the wake of India emerging as the 10th worst-hit country by the deadly virus, which has infected nearly 1.40 lakh people in India
People opting to return China will have to accept all quarantine, epidemic prevention arrangements during the flight as well as after entering China",REAL,,
258,How coronavirus turned into humanitarian crisis for migrant workers,The NHRC has sought explanation from respective state authorities in most inhumane cases pertaining to starvation and death of migrant workers. Complaints ranged from making migrants devoid of social schemes to their deaths on roads,REAL,,
259,"Covid-19: Recovery rate improves to 41.57%, says govt",The Ministry of Health and Family Welfare on Monday said the total recovery rate from coronavirus is 41.57% in the country.,REAL,,
260,"Locusts attack Jaipur, FAO warns of higher risks along India-Pakistan border",The desert locust is considered the most destructive migratory pest in the world and a single swarm covering 1 square kilometre can contain up to 80 million locusts.,REAL,,
261,"Covid-19: Situation under control in Delhi, says Kejriwal","Kejriwal said despite the surge in cases in the past few days, hospitals are not stressed and a large number of beds remain unoccupied
Delhi has a recovery rate of approximately 48%",REAL,,
262,"Fine-dine restaurants pivot to deliver DIY meal kits, gourmet grocery","Fine-dining restaurants say they are eyeing sales from takeaways and online to generate revenue
Some are even expanding offerings to allow consumers to order gourmet groceries, as Indians, cooped up at home, seek restaurant-style experiences",REAL,,
263,China says virus pushing US ties to brink of 'Cold War',"Fresh tensions between Beijing and Washington emerged as virus restrictions continued to shape and remake lives around the world, and in very different ways",REAL,,
264,Pune hospital to use new drug for COVID-19 treatment,"At least 25 COVID-19 patients, who are in a semi-critical condition at Pune's government-run Sassoon General Hospital, will be administered tocilizumab, a drug which has proven effective in treating the infection.",REAL,,
265,ICSE & ISC exams,"Board to conduct pending class 10, 12 exams from July 1 to 14",REAL,,
266,Ministry of Home Affairs will now allow travel of certain categories of OCI cardholders to India,"Minor children born to Indian nationals abroad, and holding OCI card. Cardholders requiring passage due to emergencies, like death. Couples where one spouse in a national and the other an OCI card holder. University students who are cardholders, but parents are Indian nationals",REAL,,
267,"Andhra Pradesh Chief Minister YS Jagan Mohan Reddy has launched Rs 1,110 crore 'ReStart package' for MSMEs.","Rs 450 crore released in the first instalment to benefit nearly 98,000 units which employ more than 10 lakh people: Andhra Pradesh CMO",REAL,,
268,International Cricket Council publishes guidelines for the safe resumption of cricket,"Develop an appropriate Covid-19 testing plan during training & competition.
Develop a process for participants to report Covid-19 symptoms & for team doctors to monitor health.
If spectators are permitted, consider restrictions & additional safety measures that'll need to be implemented.",REAL,,
269,"ICMR clears hydroxychloroquine for wider usage, but with some riders","Hydroxychloroquine can be given as a prophylactic for all asymptomatic healthcare workers involved in treating Covid-19
This includes those in quarantine centres.",REAL,,
270,Arogya Setu app,Arogya Setu app is something I would suggest to everyone as it is an excellent contact-tracing app. There is nothing comparable to this app,REAL,,
271,Remdesivir drug effective against coronavirus,"Anti-viral drug remdesivir cuts recovery times in coronavirus patients, according to the full results of a trial published Friday night, three weeks after America's top infectious diseases expert said the study showed the medication has ""clear-cut"" benefits.",REAL,,
272,High-level panel formed to recommend reforms in India's drug regulatory system,High-level panel formed to recommend reforms in India's drug regulatory system,REAL,,
273,"ICMR clears hydroxychloroquine for wider usage, but with some riders","ICMR clears hydroxychloroquine for wider usage, but with some riders",FAKE,,
274,"Jama Masjid to remain closed for devotees, people say will adhere to guidelines","The iconic Jama Masjid will remain closed for devotees on Monday on the occasion of Eid-ul-Fitr amid lockdown.
In the presence of existing restrictions, the usual hustle-bustle seen during Eid is missing in markets.",REAL,,
275,"Fiji Airways to cut more than half its staff, seek aircraft payment deferrals","Fiji Airways to cut more than half its staff, seek aircraft payment deferrals",REAL,,
276,Railways,"Railways successfully operated 3,000 Shramik special trains to send migrants home",REAL,,
277,Donald Trump says he has finished taking hydroxychloroquine as coronavirus therapy,"He said the regimen was meant to help prevent infection after two White House staffers tested positive.
Trump has spent weeks pushing the drug as a potential treatment or prophylaxis for COVID-19.
He went against the cautionary advice of many of his administration's top medical professionals.",REAL,,
278,"DMER Maharashtra urges Kerala government to send team of doctors, nurses to fight COVID-19","Maharashtra DMER urged them to send a team of doctors and nurses to Maharashtra on a temporary basis in fight against COVID-19.
This formal request comes after the Kerala government offered to help Maharashtra.",REAL,,
279,Domestic flights resume in Karnataka with quarantine measures,"People coming from high COVID-19 prevalent states-Maharashtra, Gujarat, Delhi, Tamil Nadu, Rajasthan and Madhya Pradesh- will have to undergo institutional quarantine for a period of seven days and charges to be borne by the passengers.",REAL,,
280,JNU advises students stranded in hostels to return to their native places,The Jawaharlal Nehru University on Monday strongly advised students stranded in its hostels to return to their native places as special trains and some intra-state bus services have become operational following relaxations in COVID-19 lockdown norms.,REAL,,
281,Kerala Tourism Mart donates Rs 50 lakh to CM's distress relief fund,"Kerala Travel Mart (KTM) and other tourism organisations donated Rs 50 lakh to the Chief Minister's Distress Relief Fund to aid the government's fight against COVID-19, pooling in money from the stakeholders of the state's biggest tourism body.",REAL,,
282,"Coronavirus curfew extended till June 30 in Himachal's Hamirpur, Solan","The authorities on Monday extended the coronavirus curfew in Himachal Pradesh's Hamirpur and Solan districts till June 30. Though the order did not specifically mention the extension of the lockdown, it is implied. The curfew was imposed to enforce the nationwide lockdown.",REAL,,
283,COVID-19 dampens Eid celebrations in Madhya Pradesh,"Eid-ul-Fitr celebrations remained muted on Monday in Madhya Pradesh under the COVID-19 shadow, with Muslims choosing to offer prayers inside their homes across the state.
With the coronavirus-induced lockdown restricting public gatherings, the traditional scenes of faithful offering prayers at mosques and on open grounds, and greeting each other with celebratory hugs, were not seen this time.",REAL,,
284,China decides to evacuate its citizens from India amid rise in coronavirus cases,"China has decided to evacuate its citizens, including students, tourists and businessmen, from India who are facing ""difficulties"" in the country and want to return home in the wake of the coronavirus pandemic.
The Chinese embassy put out a notice on its website on Monday, asking those wanting to return home to book tickets in special flights.",REAL,,
285,Delhi govt issues guidelines for domestic travel (Air/Train/Interstate bus travel),"An asymptomatic person will be permitted to go with advice that they shall self monitor their health for 14 days. In case they develop any symptoms, they shall inform the concerned DDMA/state helpline number.
All passengers shall be advised to download Aarogya Setu app on their mobile devices.",REAL,,
286,India to export hydroxychloroquine only to foreign governments and not to pvt companies,"India will export anti-malarial drug hydroxychloroquine, high in demand globally, only to foreign governments and not to private companies, as the product is under prohibited or banned category of exports, sources said. Although exports of this medicine is completely banned, India has decided to export this anti-malarial drug in sync with its global commitment to deal with the coronavirus pandemic.",REAL,,
287,Fuel consumption was never this bad at any point in last decade ,"Fuel consumption in the country had never been this poor at any point during the last 10 years, the first estimate of total petroleum product consumption has revealed. ",REAL,,
288,China’s Sinovac Biotech gets funding for Covid-19 vaccine development,"China-based Sinovac Biotech has received $15m in funding to advance the development of its Covid-19 vaccine candidate, CoronaVac.",REAL,,
289,Atomwise leverages AI to explore broad-spectrum Covid-19 drugs,"Atomwise has forged fifteen research collaborations to develop broad-spectrum treatments for Covid-19, as well as other coronaviruses.",REAL,,
290,Beximco Pharma launches first generic remdesivir for Covid-19,"Beximco Pharmaceuticals has launched the first generic version of antiviral drug remdesivir, which was originally developed by Gilead Sciences.",REAL,,
291,"New York will provide death benefits for frontline workers, governor says","The state of New York and local governments will provide death benefits to frontline workers, New York Gov. Andrew Cuomo announced Monday at the state’s daily Covid-19 news conference.",REAL,,
292,"Delhi HC exempts lawyers from wearing coats, gowns, sherwani during pandemic","The Delhi High Court on Monday exempted lawyers from wearing coats, gowns, sherwani and jackets while attending virtual hearings before it and district courts during the COVID-19 pandemic. However, the lawyers should be dressed in a sober and dignified manner, an administrative order issued by the court said.",REAL,,
293,Railways,"Railways unsuccessfully operated 3,000 Shramik special trains to send migrants home",FAKE,,
294,Domestic flights resume in Karnataka with no  measures,"People coming from high COVID-19 prevalent states-Maharashtra, Gujarat, Delhi, Tamil Nadu, Rajasthan and Madhya Pradesh- will not have to undergo institutional quarantine for a period of seven days and charges to be borne by the passengers.",FAKE,,
295,"New York will not provide death benefits for frontline workers, governor says","The state of New York and local governments will not provide death benefits to frontline workers, New York Gov. Andrew Cuomo announced Monday at the state’s daily Covid-19 news conference.",FAKE,,
296,Kerala Tourism Mart donates Rs 50 crores to CM's distress relief fund,Kerala Travel Mart (KTM) and other tourism organisations donated Rs 50 crores to the Chief Minister's Distress Relief Fund to aid the government's fight against COVID-19.,FAKE,,
297,"Jama Masjid to be opened for devotees, people say will adhere to guidelines",The iconic Jama Masjid will be opened for devotees on Monday on the occasion of Eid-ul-Fitr amid lockdown.,FAKE,,
298,China decides not to evacuate its citizens from India amid rise in coronavirus cases,"China has decided not to evacuate its citizens, including students, tourists and businessmen, from India who are facing ""difficulties"" in the country and want to return home in the wake of the coronavirus pandemic.",FAKE,,
299,"Delhi HC doesn not exempts lawyers from wearing coats, gowns, sherwani during pandemic","The Delhi High Court on Monday rejected to exempt lawyers from wearing coats, gowns, sherwani and jackets while attending virtual hearings before it and district courts during the COVID-19 pandemic.",FAKE,,
300,Delhi govt regarding domestic travel,Delhi govt did not issue any guidelines for domestic travel (Air/Train/Interstate bus travel),FAKE,,
301,"Disabled Muslim man hounded for accidentally dropping currency, accused of spreading coronavirus","Disabled Muslim man hounded for accidentally dropping currency, accused of spreading coronavirus",REAL,,
302,Germany send £130 billion bill to China for ‘coronavirus damages’?,Germany send £130 billion bill to China for ‘coronavirus damages’?,FAKE,,
303,Video of currency notes in Indore  viral as ‘Muslim conspiracy’ to spread coronavirus,Video of currency notes in Indore  viral as ‘Muslim conspiracy’ to spread coronavirus,FAKE,,
304,Video of mentally unstable woman viral with  claim of attempting to spread coronavirus,"Videos of a woman shopping in a supermarket have been widely shared on social media. The person recording the videos says that it was shot at a Reliance store and the woman is being unruly. He narrates that she is touching everything on the shelves, sneezing while not wearing a mask and spitting inside a soft drink bottle. He also says that the police has been alerted.

The videos have been shared with the following claim, “Rani bagh Reliance store m2k pitampura. Today morning One corona doubted lady without mask enter in store n now currently store is sealed so plz be careful.” Pitampura is in northwest Delhi.
",FAKE,,
305,"major side-effects of HCQ, should not be continued as preventive treatment for COVID-19",We found there were many major side effects Hence in our advisory we have recommended that it should not be continued for prophylaxis as there is harm,FAKE,,
306,Shops allowed to open two days a week in Chhattisgarh,"In a high-level meeting chaired by Chhattisgarh CM Bhupesh Baghel today, it was decided that shops will be allowed to open two days a week, and taking precautions including physical distancing will remain compulsory as before: Chhattisgarh Chief Minister's Office (CMO)",FAKE,,
